"module","node_id","layer_id","flow","type","species","size_of_module"
2,7,4,2.69981e-05,"plant","Ceropegia.fusca",8
2,92,5,0.0214732,"pollinator","Camponotus_feae",8
2,92,3,0.018499,"pollinator","Camponotus_feae",8
3,17,1,0.012292,"plant","Launaea.arborescens",37
3,42,3,4.72835e-05,"pollinator","Alliophleps_elliptica",37
3,236,2,5.08545e-05,"pollinator","Sarcophagidae_sp._6",37
3,125,2,0.000152563,"pollinator","Dasytes_lanzarotensis",37
3,203,3,0.000312789,"pollinator","Osmia_latreillei",37
3,63,1,6.51179e-05,"pollinator","Aprostocetus_sp._1",37
3,76,3,0.000917709,"pollinator","Attalus_obscurus",37
3,250,1,9.76768e-05,"pollinator","Sphecidae_sp.",37
3,17,2,0.0142042,"plant","Launaea.arborescens",37
3,285,1,9.76768e-05,"pollinator","Urellliosoma_sp.",37
3,74,2,2.54272e-05,"pollinator","Attalus_chrysanthemi",37
3,17,3,0.0117736,"plant","Launaea.arborescens",37
3,160,1,0.000188178,"pollinator","Hylaeus_sp.",37
3,225,2,0.000440913,"pollinator","Pteromalus_sp._2",37
3,225,1,0.000319122,"pollinator","Pteromalus_sp._2",37
3,17,4,0.0116023,"plant","Launaea.arborescens",37
3,128,2,7.62817e-05,"pollinator","Diglyphus_chabrias",37
3,89,2,0.000101709,"pollinator","Campiglossa_martii",37
3,164,1,0.000330811,"pollinator","Lasioglossum_phoenicurum",37
3,113,1,0.000301705,"pollinator","Coleoptera_sp._5",37
3,223,2,2.54272e-05,"pollinator","Proconura_sp._2",37
3,48,2,5.08545e-05,"pollinator","Anaspis_cf._eversi",37
3,259,1,0.000195354,"pollinator","Tephritidae_sp._1",37
3,206,1,0.000311252,"pollinator","Paragus_tibialis",37
3,17,6,0.0116923,"plant","Launaea.arborescens",37
3,17,5,0.0098121,"plant","Launaea.arborescens",37
3,287,1,0.000130236,"pollinator","Vestitohalictus_sp.",37
3,71,2,2.54272e-05,"pollinator","Attagenus_abbreviatus",37
3,178,5,0.000509636,"pollinator","Megaselia_sp._2",37
3,282,3,4.72835e-05,"pollinator","Tropinota_squalida",37
3,198,1,3.25589e-05,"pollinator","Ormyrus_sp._1",37
3,54,1,0.000325589,"pollinator","Anthaxia_sp._1",37
3,206,2,0.000259752,"pollinator","Paragus_tibialis",37
3,279,4,0.000139915,"pollinator","Torymoides_lindbergi",37
3,156,6,3.63408e-05,"pollinator","Halictus_fulvipes",37
3,153,2,2.54272e-05,"pollinator","Geometridae_sp._2",37
3,203,6,0.000271284,"pollinator","Osmia_latreillei",37
4,70,3,1.20659e-05,"pollinator","Atherigona_varia",19
4,260,5,1.34353e-05,"pollinator","Tethina_marmorata",19
4,8,3,0.010093,"plant","Euphorbia.balsamifera..f.",19
4,244,1,0.000597455,"pollinator","Sciaridae_sp._4",19
4,144,6,1.72682e-05,"pollinator","Eupelmus_testaceiventris",19
4,123,3,1.20659e-05,"pollinator","Curculionidae_sp.",19
4,8,7,0.00888247,"plant","Euphorbia.balsamifera..f.",19
4,8,4,0.00896404,"plant","Euphorbia.balsamifera..f.",19
4,8,1,0.0102897,"plant","Euphorbia.balsamifera..f.",19
4,8,2,0.00946518,"plant","Euphorbia.balsamifera..f.",19
4,258,1,0.00172388,"pollinator","Tapinoma_nigerrimum",19
4,102,5,1.34353e-05,"pollinator","Chironomidae_sp.",19
4,2,1,2.33262e-05,"plant","Argyranthemum.sp.",19
4,8,6,0.00989166,"plant","Euphorbia.balsamifera..f.",19
4,117,1,1.30357e-05,"pollinator","Colletes2?_Waiting<85>",19
4,67,6,1.72682e-05,"pollinator","Araneidae_sp._1",19
4,246,3,2.09903e-05,"pollinator","Sepsis_sp.",19
4,8,5,0.0101268,"plant","Euphorbia.balsamifera..f.",19
4,66,2,1.02737e-05,"pollinator","Araneae_sp._1",19
5,168,2,0.000261324,"pollinator","Leptochilus_fortunatus",14
5,26,1,0.0075865,"plant","Lycium.intricatum",14
5,58,1,3.6919e-05,"pollinator","Anthophora_sp._aff._orotavae",14
5,26,3,0.00784347,"plant","Lycium.intricatum",14
5,26,6,0.00661613,"plant","Lycium.intricatum",14
5,116,1,0.000455038,"pollinator","Colletes1?_Waiting<85>",14
5,26,2,0.00914854,"plant","Lycium.intricatum",14
5,57,1,3.6919e-05,"pollinator","Anthophora_sp._1",14
5,131,2,0.000210287,"pollinator","Dischistus_atlanticus",14
5,26,5,0.00676983,"plant","Lycium.intricatum",14
5,196,1,0.000332271,"pollinator","Nomioides_sp.",14
5,43,5,5.55276e-05,"pollinator","Amegilla_canifrons",14
5,277,2,5.89743e-05,"pollinator","Thysanoptera_sp._4",14
5,26,4,0.00624915,"plant","Lycium.intricatum",14
6,148,6,3.43195e-05,"pollinator","Exetastes_segmentarius",19
6,253,4,0.000142412,"pollinator","Synthesomyia_nudiseta",19
6,75,7,2.03633e-05,"pollinator","Attalus_crispus",19
6,173,4,4.27835e-05,"pollinator","Macrocoma_splendens",19
