"","module_sub_module","layer_from","layer_to","distance","num_of_species"
"1975","1 . 4",3,4,67.363151,16
"1976","1 . 4",5,6,95.95512,11
"1977","1 . 4",5,7,116498.0882,9
"1978","1 . 4",5,11,200279.0495,7
"1979","1 . 4",6,7,116448.0545,13
"1980","1 . 4",6,8,116423.1775,12
"1981","1 . 4",6,10,173890.0276,12
"1982","1 . 4",6,11,200252.1231,12
"1983","1 . 4",6,12,200269.4864,11
"1984","1 . 4",7,8,95.901643,9
"1985","1 . 4",7,10,57507.0912,9
"1986","1 . 4",7,11,92943.79946,10
"1987","1 . 4",7,12,92982.62174,10
"1988","1 . 4",8,10,57537.41864,7
"1989","1 . 4",8,12,93055.34728,8
"1990","1 . 4",10,12,52699.21787,7
"1991","1 . 4",11,12,70.701802,8
"1992","1 . 4",3,4,67.363151,16
"1993","1 . 4",5,6,95.95512,11
"1994","1 . 4",5,7,116498.0882,9
"1995","1 . 4",5,11,200279.0495,7
"1996","1 . 4",6,7,116448.0545,13
"1997","1 . 4",6,8,116423.1775,12
"1998","1 . 4",6,10,173890.0276,12
"1999","1 . 4",6,11,200252.1231,12
"2000","1 . 4",6,12,200269.4864,11
"2001","1 . 4",7,8,95.901643,9
"2002","1 . 4",7,10,57507.0912,9
"2003","1 . 4",7,11,92943.79946,10
"2004","1 . 4",7,12,92982.62174,10
"2005","1 . 4",8,10,57537.41864,7
"2006","1 . 4",8,12,93055.34728,8
"2007","1 . 4",10,12,52699.21787,7
"2008","1 . 4",11,12,70.701802,8
"2009","1 . 4",3,4,67.363151,16
"2010","1 . 4",5,6,95.95512,11
"2011","1 . 4",5,7,116498.0882,9
"2012","1 . 4",5,11,200279.0495,7
"2013","1 . 4",6,7,116448.0545,13
"2014","1 . 4",6,8,116423.1775,12
"2015","1 . 4",6,10,173890.0276,12
"2016","1 . 4",6,11,200252.1231,12
"2017","1 . 4",6,12,200269.4864,11
"2018","1 . 4",7,8,95.901643,9
"2019","1 . 4",7,10,57507.0912,9
"2020","1 . 4",7,11,92943.79946,10
"2021","1 . 4",7,12,92982.62174,10
"2022","1 . 4",8,10,57537.41864,7
"2023","1 . 4",8,12,93055.34728,8
"2024","1 . 4",10,12,52699.21787,7
"2025","1 . 4",11,12,70.701802,8
"2026","1 . 4",3,4,67.363151,16
"2027","1 . 4",5,6,95.95512,11
"2028","1 . 4",5,7,116498.0882,9
"2029","1 . 4",5,11,200279.0495,7
"2030","1 . 4",6,7,116448.0545,13
"2031","1 . 4",6,8,116423.1775,12
"2032","1 . 4",6,10,173890.0276,12
"2033","1 . 4",6,11,200252.1231,12
"2034","1 . 4",6,12,200269.4864,11
"2035","1 . 4",7,8,95.901643,9
"2036","1 . 4",7,10,57507.0912,9
"2037","1 . 4",7,11,92943.79946,10
"2038","1 . 4",7,12,92982.62174,10
"2039","1 . 4",8,10,57537.41864,7
"2040","1 . 4",8,12,93055.34728,8
"2041","1 . 4",10,12,52699.21787,7
"2042","1 . 4",11,12,70.701802,8
"2043","1 . 4",3,4,67.363151,16
"2044","1 . 4",5,6,95.95512,11
"2045","1 . 4",5,7,116498.0882,9
"2046","1 . 4",5,11,200279.0495,7
"2047","1 . 4",6,7,116448.0545,13
"2048","1 . 4",6,8,116423.1775,12
"2049","1 . 4",6,10,173890.0276,12
"2050","1 . 4",6,11,200252.1231,12
"2051","1 . 4",6,12,200269.4864,11
"2052","1 . 4",7,8,95.901643,9
"2053","1 . 4",7,10,57507.0912,9
"2054","1 . 4",7,11,92943.79946,10
"2055","1 . 4",7,12,92982.62174,10
"2056","1 . 4",8,10,57537.41864,7
"2057","1 . 4",8,12,93055.34728,8
"2058","1 . 4",10,12,52699.21787,7
"2059","1 . 4",11,12,70.701802,8
"2060","1 . 4",3,4,67.363151,16
"2061","1 . 4",5,6,95.95512,11
"2062","1 . 4",5,7,116498.0882,9
"2063","1 . 4",5,11,200279.0495,7
"2064","1 . 4",6,7,116448.0545,13
"2065","1 . 4",6,8,116423.1775,12
"2066","1 . 4",6,10,173890.0276,12
"2067","1 . 4",6,11,200252.1231,12
"2068","1 . 4",6,12,200269.4864,11
"2069","1 . 4",7,8,95.901643,9
"2070","1 . 4",7,10,57507.0912,9
"2071","1 . 4",7,11,92943.79946,10
"2072","1 . 4",7,12,92982.62174,10
"2073","1 . 4",8,10,57537.41864,7
"2074","1 . 4",8,12,93055.34728,8
"2075","1 . 4",10,12,52699.21787,7
"2076","1 . 4",11,12,70.701802,8
"2077","1 . 4",3,4,67.363151,16
"2078","1 . 4",5,6,95.95512,11
"2079","1 . 4",5,7,116498.0882,9
"2080","1 . 4",5,11,200279.0495,7
"2081","1 . 4",6,7,116448.0545,13
"2082","1 . 4",6,8,116423.1775,12
"2083","1 . 4",6,10,173890.0276,12
"2084","1 . 4",6,11,200252.1231,12
"2085","1 . 4",6,12,200269.4864,11
"2086","1 . 4",7,8,95.901643,9
"2087","1 . 4",7,10,57507.0912,9
"2088","1 . 4",7,11,92943.79946,10
"2089","1 . 4",7,12,92982.62174,10
"2090","1 . 4",8,10,57537.41864,7
"2091","1 . 4",8,12,93055.34728,8
"2092","1 . 4",10,12,52699.21787,7
"2093","1 . 4",11,12,70.701802,8
"2094","1 . 4",3,4,67.363151,16
"2095","1 . 4",5,6,95.95512,11
"2096","1 . 4",5,7,116498.0882,9
"2097","1 . 4",5,11,200279.0495,7
"2098","1 . 4",6,7,116448.0545,13
"2099","1 . 4",6,8,116423.1775,12
"2100","1 . 4",6,10,173890.0276,12
"2101","1 . 4",6,11,200252.1231,12
"2102","1 . 4",6,12,200269.4864,11
"2103","1 . 4",7,8,95.901643,9
"2104","1 . 4",7,10,57507.0912,9
"2105","1 . 4",7,11,92943.79946,10
"2106","1 . 4",7,12,92982.62174,10
"2107","1 . 4",8,10,57537.41864,7
"2108","1 . 4",8,12,93055.34728,8
"2109","1 . 4",10,12,52699.21787,7
"2110","1 . 4",11,12,70.701802,8
"2111","1 . 4",3,4,67.363151,16
"2112","1 . 4",5,6,95.95512,11
"2113","1 . 4",5,7,116498.0882,9
"2114","1 . 4",5,11,200279.0495,7
"2115","1 . 4",6,7,116448.0545,13
"2116","1 . 4",6,8,116423.1775,12
"2117","1 . 4",6,10,173890.0276,12
"2118","1 . 4",6,11,200252.1231,12
"2119","1 . 4",6,12,200269.4864,11
"2120","1 . 4",7,8,95.901643,9
"2121","1 . 4",7,10,57507.0912,9
"2122","1 . 4",7,11,92943.79946,10
"2123","1 . 4",7,12,92982.62174,10
"2124","1 . 4",8,10,57537.41864,7
"2125","1 . 4",8,12,93055.34728,8
"2126","1 . 4",10,12,52699.21787,7
"2127","1 . 4",11,12,70.701802,8
"2128","1 . 4",3,4,67.363151,16
"2129","1 . 4",5,6,95.95512,11
"2130","1 . 4",5,7,116498.0882,9
"2131","1 . 4",5,11,200279.0495,7
"2132","1 . 4",6,7,116448.0545,13
"2133","1 . 4",6,8,116423.1775,12
"2134","1 . 4",6,10,173890.0276,12
"2135","1 . 4",6,11,200252.1231,12
"2136","1 . 4",6,12,200269.4864,11
"2137","1 . 4",7,8,95.901643,9
"2138","1 . 4",7,10,57507.0912,9
"2139","1 . 4",7,11,92943.79946,10
"2140","1 . 4",7,12,92982.62174,10
"2141","1 . 4",8,10,57537.41864,7
"2142","1 . 4",8,12,93055.34728,8
"2143","1 . 4",10,12,52699.21787,7
"2144","1 . 4",11,12,70.701802,8
"2145","1 . 5",1,2,505.679714,7
"2146","1 . 5",1,2,505.679714,7
"2147","1 . 5",1,2,505.679714,7
"2148","1 . 5",1,2,505.679714,7
"2149","1 . 5",1,2,505.679714,7
"2150","1 . 5",1,2,505.679714,7
"2151","1 . 5",1,2,505.679714,7
"2152","1 . 5",1,2,505.679714,7
"2153","1 . 5",1,2,505.679714,7
"2154","1 . 5",1,2,505.679714,7
"2155","1 . 5",1,2,505.679714,7
"2156","1 . 5",1,2,505.679714,7
"2157","1 . 5",1,2,505.679714,7
"2158","1 . 5",1,2,505.679714,7
"2159","1 . 5",1,2,505.679714,7
"2160","1 . 5",1,2,505.679714,7
"2161","1 . 5",1,2,505.679714,7
"2162","1 . 5",1,2,505.679714,7
"2163","1 . 5",1,2,505.679714,7
"2164","1 . 5",1,2,505.679714,7
"2165","1 . 5",1,2,505.679714,7
"2166","1 . 5",1,2,505.679714,7
"2167","1 . 5",1,2,505.679714,7
"2168","1 . 5",1,2,505.679714,7
"2169","1 . 5",1,2,505.679714,7
"2170","1 . 5",1,2,505.679714,7
"2171","1 . 5",1,2,505.679714,7
"2172","1 . 5",1,2,505.679714,7
"2173","1 . 5",1,2,505.679714,7
"2174","1 . 5",1,2,505.679714,7
"2175","1 . 5",1,2,505.679714,7
"2176","1 . 5",1,2,505.679714,7
"2177","1 . 5",1,2,505.679714,7
"2178","1 . 5",1,2,505.679714,7
"2179","1 . 5",1,2,505.679714,7
"2180","1 . 5",1,2,505.679714,7
"2181","1 . 5",1,2,505.679714,7
"2182","1 . 5",1,2,505.679714,7
"2183","1 . 5",1,2,505.679714,7
"2184","1 . 5",1,2,505.679714,7
"2185","1 . 5",1,2,505.679714,7
"2186","1 . 5",1,2,505.679714,7
"2187","1 . 5",1,2,505.679714,7
"2188","1 . 5",1,2,505.679714,7
"2189","1 . 5",1,2,505.679714,7
"2190","1 . 5",1,2,505.679714,7
"2191","1 . 5",1,2,505.679714,7
"2192","1 . 5",1,2,505.679714,7
"2193","1 . 5",1,2,505.679714,7
"2194","1 . 5",1,2,505.679714,7
"2195","1 . 5",1,2,505.679714,7
"2196","1 . 5",1,2,505.679714,7
"2197","1 . 5",1,2,505.679714,7
"2198","1 . 5",1,2,505.679714,7
"2199","1 . 5",1,2,505.679714,7
"2200","1 . 5",1,2,505.679714,7
"2201","1 . 5",1,2,505.679714,7
"2202","1 . 5",1,2,505.679714,7
"2203","1 . 5",1,2,505.679714,7
"2204","1 . 5",1,2,505.679714,7
"2205","1 . 5",1,2,505.679714,7
"2206","1 . 5",1,2,505.679714,7
"2207","1 . 5",1,2,505.679714,7
"2208","1 . 5",1,2,505.679714,7
"2209","1 . 5",1,2,505.679714,7
"2210","1 . 5",1,2,505.679714,7
"2211","1 . 5",1,2,505.679714,7
"2212","1 . 5",1,2,505.679714,7
"2213","1 . 5",1,2,505.679714,7
"2214","1 . 5",1,2,505.679714,7
"2215","1 . 5",1,2,505.679714,7
"2216","1 . 5",1,2,505.679714,7
"2217","1 . 5",1,2,505.679714,7
"2218","1 . 5",1,2,505.679714,7
"2219","1 . 5",1,2,505.679714,7
"2220","1 . 5",1,2,505.679714,7
"2221","1 . 5",1,2,505.679714,7
"2222","1 . 5",1,2,505.679714,7
"2223","1 . 6",12,13,80069.46551,6
"2224","1 . 6",13,14,93.399466,6
"2225","1 . 6",12,13,80069.46551,6
"2226","1 . 6",13,14,93.399466,6
"2227","1 . 6",12,13,80069.46551,6
"2228","1 . 6",13,14,93.399466,6
"2229","1 . 6",12,13,80069.46551,6
"2230","1 . 6",13,14,93.399466,6
"2231","1 . 6",12,13,80069.46551,6
"2232","1 . 6",13,14,93.399466,6
"2233","1 . 6",12,13,80069.46551,6
"2234","1 . 6",13,14,93.399466,6
"2235","1 . 6",12,13,80069.46551,6
"2236","1 . 6",13,14,93.399466,6
"2237","1 . 6",12,13,80069.46551,6
"2238","1 . 6",13,14,93.399466,6
"2239","1 . 6",12,13,80069.46551,6
"2240","1 . 6",13,14,93.399466,6
"2241","1 . 6",12,13,80069.46551,6
"2242","1 . 6",13,14,93.399466,6
"2243","1 . 6",12,13,80069.46551,6
"2244","1 . 6",13,14,93.399466,6
"2245","1 . 6",12,13,80069.46551,6
"2246","1 . 6",13,14,93.399466,6
"2247","1 . 6",12,13,80069.46551,6
"2248","1 . 6",13,14,93.399466,6
"2249","1 . 6",12,13,80069.46551,6
"2250","1 . 6",13,14,93.399466,6
"2251","1 . 6",12,13,80069.46551,6
"2252","1 . 6",13,14,93.399466,6
"2253","1 . 6",12,13,80069.46551,6
"2254","1 . 6",13,14,93.399466,6
"2255","1 . 6",12,13,80069.46551,6
"2256","1 . 6",13,14,93.399466,6
"2257","1 . 6",12,13,80069.46551,6
"2258","1 . 6",13,14,93.399466,6
"2259","1 . 6",12,13,80069.46551,6
"2260","1 . 6",13,14,93.399466,6
"2261","1 . 6",12,13,80069.46551,6
"2262","1 . 6",13,14,93.399466,6
"2263","1 . 6",12,13,80069.46551,6
"2264","1 . 6",13,14,93.399466,6
"2265","1 . 6",12,13,80069.46551,6
"2266","1 . 6",13,14,93.399466,6
"2267","1 . 6",12,13,80069.46551,6
"2268","1 . 6",13,14,93.399466,6
"2269","1 . 6",12,13,80069.46551,6
"2270","1 . 6",13,14,93.399466,6
"2271","1 . 6",12,13,80069.46551,6
"2272","1 . 6",13,14,93.399466,6
"2273","1 . 6",12,13,80069.46551,6
"2274","1 . 6",13,14,93.399466,6
"2275","1 . 6",12,13,80069.46551,6
"2276","1 . 6",13,14,93.399466,6
"2277","1 . 6",12,13,80069.46551,6
"2278","1 . 6",13,14,93.399466,6
"2279","1 . 6",12,13,80069.46551,6
"2280","1 . 6",13,14,93.399466,6
"2281","1 . 6",12,13,80069.46551,6
"2282","1 . 6",13,14,93.399466,6
"2283","1 . 6",12,13,80069.46551,6
"2284","1 . 6",13,14,93.399466,6
"2285","1 . 6",12,13,80069.46551,6
"2286","1 . 6",13,14,93.399466,6
"2287","1 . 6",12,13,80069.46551,6
"2288","1 . 6",13,14,93.399466,6
"2289","1 . 6",12,13,80069.46551,6
"2290","1 . 6",13,14,93.399466,6
"2291","1 . 6",12,13,80069.46551,6
"2292","1 . 6",13,14,93.399466,6
"2293","1 . 6",12,13,80069.46551,6
"2294","1 . 6",13,14,93.399466,6
"2295","1 . 6",12,13,80069.46551,6
"2296","1 . 6",13,14,93.399466,6
"2297","1 . 6",12,13,80069.46551,6
"2298","1 . 6",13,14,93.399466,6
"2299","1 . 6",12,13,80069.46551,6
"2300","1 . 6",13,14,93.399466,6
"2301","1 . 6",12,13,80069.46551,6
"2302","1 . 6",13,14,93.399466,6
"2303","1 . 6",12,13,80069.46551,6
"2304","1 . 6",13,14,93.399466,6
"2305","1 . 6",12,13,80069.46551,6
"2306","1 . 6",13,14,93.399466,6
"2307","1 . 6",12,13,80069.46551,6
"2308","1 . 6",13,14,93.399466,6
"2309","1 . 6",12,13,80069.46551,6
"2310","1 . 6",13,14,93.399466,6
"2311","1 . 6",12,13,80069.46551,6
"2312","1 . 6",13,14,93.399466,6
"2313","1 . 6",12,13,80069.46551,6
"2314","1 . 6",13,14,93.399466,6
"2315","1 . 6",12,13,80069.46551,6
"2316","1 . 6",13,14,93.399466,6
"2317","1 . 6",12,13,80069.46551,6
"2318","1 . 6",13,14,93.399466,6
"2319","1 . 6",12,13,80069.46551,6
"2320","1 . 6",13,14,93.399466,6
"2321","1 . 6",12,13,80069.46551,6
"2322","1 . 6",13,14,93.399466,6
"2323","1 . 6",12,13,80069.46551,6
"2324","1 . 6",13,14,93.399466,6
"2325","1 . 6",12,13,80069.46551,6
"2326","1 . 6",13,14,93.399466,6
"2327","1 . 6",12,13,80069.46551,6
"2328","1 . 6",13,14,93.399466,6
"2329","1 . 6",12,13,80069.46551,6
"2330","1 . 6",13,14,93.399466,6
"2331","1 . 6",12,13,80069.46551,6
"2332","1 . 6",13,14,93.399466,6
"2333","1 . 6",12,13,80069.46551,6
"2334","1 . 6",13,14,93.399466,6
"2335","1 . 6",12,13,80069.46551,6
"2336","1 . 6",13,14,93.399466,6
"2337","1 . 6",12,13,80069.46551,6
"2338","1 . 6",13,14,93.399466,6
"2339","1 . 6",12,13,80069.46551,6
"2340","1 . 6",13,14,93.399466,6
"2341","1 . 6",12,13,80069.46551,6
"2342","1 . 6",13,14,93.399466,6
"2343","1 . 6",12,13,80069.46551,6
"2344","1 . 6",13,14,93.399466,6
"2345","1 . 6",12,13,80069.46551,6
"2346","1 . 6",13,14,93.399466,6
"2347","1 . 6",12,13,80069.46551,6
"2348","1 . 6",13,14,93.399466,6
"2349","1 . 6",12,13,80069.46551,6
"2350","1 . 6",13,14,93.399466,6
"2351","1 . 6",12,13,80069.46551,6
"2352","1 . 6",13,14,93.399466,6
"2353","1 . 6",12,13,80069.46551,6
"2354","1 . 6",13,14,93.399466,6
"2355","1 . 7",11,12,70.701802,7
"2356","1 . 7",11,12,70.701802,7
"2357","1 . 7",11,12,70.701802,7
"2358","1 . 7",11,12,70.701802,7
"2359","1 . 7",11,12,70.701802,7
"2360","1 . 7",11,12,70.701802,7
"2361","1 . 7",11,12,70.701802,7
"2362","1 . 7",11,12,70.701802,7
"2363","1 . 7",11,12,70.701802,7
"2364","1 . 7",11,12,70.701802,7
"2365","1 . 7",11,12,70.701802,7
"2366","1 . 7",11,12,70.701802,7
"2367","1 . 7",11,12,70.701802,7
"2368","1 . 7",11,12,70.701802,7
"2369","1 . 7",11,12,70.701802,7
"2370","1 . 7",11,12,70.701802,7
"2371","1 . 7",11,12,70.701802,7
"2372","1 . 7",11,12,70.701802,7
"2373","1 . 7",11,12,70.701802,7
"2374","1 . 7",11,12,70.701802,7
"2375","1 . 7",11,12,70.701802,7
"2376","1 . 8",5,10,173938.4686,6
"2377","1 . 8",5,12,200296.3813,6
"2378","1 . 8",10,12,52699.21787,6
"2379","1 . 8",5,10,173938.4686,6
"2380","1 . 8",5,12,200296.3813,6
"2381","1 . 8",10,12,52699.21787,6
"2382","1 . 8",5,10,173938.4686,6
"2383","1 . 8",5,12,200296.3813,6
"2384","1 . 8",10,12,52699.21787,6
"2385","1 . 8",5,10,173938.4686,6
"2386","1 . 8",5,12,200296.3813,6
"2387","1 . 8",10,12,52699.21787,6
"2388","1 . 8",5,10,173938.4686,6
"2389","1 . 8",5,12,200296.3813,6
"2390","1 . 8",10,12,52699.21787,6
"2391","1 . 8",5,10,173938.4686,6
"2392","1 . 8",5,12,200296.3813,6
"2393","1 . 8",10,12,52699.21787,6
"2394","1 . 8",5,10,173938.4686,6
"2395","1 . 8",5,12,200296.3813,6
"2396","1 . 8",10,12,52699.21787,6
"2397","1 . 8",5,10,173938.4686,6
"2398","1 . 8",5,12,200296.3813,6
"2399","1 . 8",10,12,52699.21787,6
"2400","1 . 8",5,10,173938.4686,6
"2401","1 . 8",5,12,200296.3813,6
"2402","1 . 8",10,12,52699.21787,6
"2403","1 . 8",5,10,173938.4686,6
"2404","1 . 8",5,12,200296.3813,6
"2405","1 . 8",10,12,52699.21787,6
"2406","1 . 8",5,10,173938.4686,6
"2407","1 . 8",5,12,200296.3813,6
"2408","1 . 8",10,12,52699.21787,6
"2409","1 . 8",5,10,173938.4686,6
"2410","1 . 8",5,12,200296.3813,6
"2411","1 . 8",10,12,52699.21787,6
"2412","1 . 8",5,10,173938.4686,6
"2413","1 . 8",5,12,200296.3813,6
"2414","1 . 8",10,12,52699.21787,6
"2415","1 . 8",5,10,173938.4686,6
"2416","1 . 8",5,12,200296.3813,6
"2417","1 . 8",10,12,52699.21787,6
"2418","1 . 8",5,10,173938.4686,6
"2419","1 . 8",5,12,200296.3813,6
"2420","1 . 8",10,12,52699.21787,6
"2421","1 . 8",5,10,173938.4686,6
"2422","1 . 8",5,12,200296.3813,6
"2423","1 . 8",10,12,52699.21787,6
"2424","1 . 8",5,10,173938.4686,6
"2425","1 . 8",5,12,200296.3813,6
"2426","1 . 8",10,12,52699.21787,6
"2427","1 . 8",5,10,173938.4686,6
"2428","1 . 8",5,12,200296.3813,6
"2429","1 . 8",10,12,52699.21787,6
"2430","1 . 8",5,10,173938.4686,6
"2431","1 . 8",5,12,200296.3813,6
"2432","1 . 8",10,12,52699.21787,6
"2433","1 . 8",5,10,173938.4686,6
"2434","1 . 8",5,12,200296.3813,6
"2435","1 . 8",10,12,52699.21787,6
"2436","1 . 8",5,10,173938.4686,6
"2437","1 . 8",5,12,200296.3813,6
"2438","1 . 8",10,12,52699.21787,6
"2439","1 . 8",5,10,173938.4686,6
"2440","1 . 8",5,12,200296.3813,6
"2441","1 . 8",10,12,52699.21787,6
"2442","1 . 8",5,10,173938.4686,6
"2443","1 . 8",5,12,200296.3813,6
"2444","1 . 8",10,12,52699.21787,6
"2445","1 . 8",5,10,173938.4686,6
"2446","1 . 8",5,12,200296.3813,6
"2447","1 . 8",10,12,52699.21787,6
"2448","1 . 8",5,10,173938.4686,6
"2449","1 . 8",5,12,200296.3813,6
"2450","1 . 8",10,12,52699.21787,6
"2451","1 . 8",5,10,173938.4686,6
"2452","1 . 8",5,12,200296.3813,6
"2453","1 . 8",10,12,52699.21787,6
"2454","1 . 8",5,10,173938.4686,6
"2455","1 . 8",5,12,200296.3813,6
"2456","1 . 8",10,12,52699.21787,6
"2457","1 . 8",5,10,173938.4686,6
"2458","1 . 8",5,12,200296.3813,6
"2459","1 . 8",10,12,52699.21787,6
"2460","1 . 8",5,10,173938.4686,6
"2461","1 . 8",5,12,200296.3813,6
"2462","1 . 8",10,12,52699.21787,6
"2463","1 . 8",5,10,173938.4686,6
"2464","1 . 8",5,12,200296.3813,6
"2465","1 . 8",10,12,52699.21787,6
"2466","1 . 8",5,10,173938.4686,6
"2467","1 . 8",5,12,200296.3813,6
"2468","1 . 8",10,12,52699.21787,6
"2469","1 . 8",5,10,173938.4686,6
"2470","1 . 8",5,12,200296.3813,6
"2471","1 . 8",10,12,52699.21787,6
"2472","1 . 8",5,10,173938.4686,6
"2473","1 . 8",5,12,200296.3813,6
"2474","1 . 8",10,12,52699.21787,6
"2475","1 . 8",5,10,173938.4686,6
"2476","1 . 8",5,12,200296.3813,6
"2477","1 . 8",10,12,52699.21787,6
"2478","1 . 8",5,10,173938.4686,6
"2479","1 . 8",5,12,200296.3813,6
"2480","1 . 8",10,12,52699.21787,6
"2481","1 . 8",5,10,173938.4686,6
"2482","1 . 8",5,12,200296.3813,6
"2483","1 . 8",10,12,52699.21787,6
"2484","1 . 8",5,10,173938.4686,6
"2485","1 . 8",5,12,200296.3813,6
"2486","1 . 8",10,12,52699.21787,6
"2487","1 . 8",5,10,173938.4686,6
"2488","1 . 8",5,12,200296.3813,6
"2489","1 . 8",10,12,52699.21787,6
"2490","1 . 8",5,10,173938.4686,6
"2491","1 . 8",5,12,200296.3813,6
"2492","1 . 8",10,12,52699.21787,6
"2493","1 . 8",5,10,173938.4686,6
"2494","1 . 8",5,12,200296.3813,6
"2495","1 . 8",10,12,52699.21787,6
"2496","1 . 8",5,10,173938.4686,6
"2497","1 . 8",5,12,200296.3813,6
"2498","1 . 8",10,12,52699.21787,6
"2499","1 . 8",5,10,173938.4686,6
"2500","1 . 8",5,12,200296.3813,6
"2501","1 . 8",10,12,52699.21787,6
"2502","1 . 8",5,10,173938.4686,6
"2503","1 . 8",5,12,200296.3813,6
"2504","1 . 8",10,12,52699.21787,6
"2505","1 . 8",5,10,173938.4686,6
"2506","1 . 8",5,12,200296.3813,6
"2507","1 . 8",10,12,52699.21787,6
"2508","1 . 8",5,10,173938.4686,6
"2509","1 . 8",5,12,200296.3813,6
"2510","1 . 8",10,12,52699.21787,6
"2511","1 . 8",5,10,173938.4686,6
"2512","1 . 8",5,12,200296.3813,6
"2513","1 . 8",10,12,52699.21787,6
"2514","1 . 8",5,10,173938.4686,6
"2515","1 . 8",5,12,200296.3813,6
"2516","1 . 8",10,12,52699.21787,6
"2517","1 . 8",5,10,173938.4686,6
"2518","1 . 8",5,12,200296.3813,6
"2519","1 . 8",10,12,52699.21787,6
"2520","1 . 8",5,10,173938.4686,6
"2521","1 . 8",5,12,200296.3813,6
"2522","1 . 8",10,12,52699.21787,6
"2523","1 . 8",5,10,173938.4686,6
"2524","1 . 8",5,12,200296.3813,6
"2525","1 . 8",10,12,52699.21787,6
"2526","1 . 8",5,10,173938.4686,6
"2527","1 . 8",5,12,200296.3813,6
"2528","1 . 8",10,12,52699.21787,6
"2529","1 . 8",5,10,173938.4686,6
"2530","1 . 8",5,12,200296.3813,6
"2531","1 . 8",10,12,52699.21787,6
"2532","1 . 8",5,10,173938.4686,6
"2533","1 . 8",5,12,200296.3813,6
"2534","1 . 8",10,12,52699.21787,6
"2535","1 . 8",5,10,173938.4686,6
"2536","1 . 8",5,12,200296.3813,6
"2537","1 . 8",10,12,52699.21787,6
"2538","1 . 8",5,10,173938.4686,6
"2539","1 . 8",5,12,200296.3813,6
"2540","1 . 8",10,12,52699.21787,6
"2541","1 . 8",5,10,173938.4686,6
"2542","1 . 8",5,12,200296.3813,6
"2543","1 . 8",10,12,52699.21787,6
"2544","1 . 8",5,10,173938.4686,6
"2545","1 . 8",5,12,200296.3813,6
"2546","1 . 8",10,12,52699.21787,6
"2547","1 . 8",5,10,173938.4686,6
"2548","1 . 8",5,12,200296.3813,6
"2549","1 . 8",10,12,52699.21787,6
"2550","1 . 8",5,10,173938.4686,6
"2551","1 . 8",5,12,200296.3813,6
"2552","1 . 8",10,12,52699.21787,6
"2553","1 . 8",5,10,173938.4686,6
"2554","1 . 8",5,12,200296.3813,6
"2555","1 . 8",10,12,52699.21787,6
"2556","1 . 8",5,10,173938.4686,6
"2557","1 . 8",5,12,200296.3813,6
"2558","1 . 8",10,12,52699.21787,6
"2559","1 . 8",5,10,173938.4686,6
"2560","1 . 8",5,12,200296.3813,6
"2561","1 . 8",10,12,52699.21787,6
"2562","1 . 8",5,10,173938.4686,6
"2563","1 . 8",5,12,200296.3813,6
"2564","1 . 8",10,12,52699.21787,6
"2565","1 . 8",5,10,173938.4686,6
"2566","1 . 8",5,12,200296.3813,6
"2567","1 . 8",10,12,52699.21787,6
"2568","1 . 8",5,10,173938.4686,6
"2569","1 . 8",5,12,200296.3813,6
"2570","1 . 8",10,12,52699.21787,6
"2571","1 . 8",5,10,173938.4686,6
"2572","1 . 8",5,12,200296.3813,6
"2573","1 . 8",10,12,52699.21787,6
